trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
368,False,"{'a': 0.5, 'e': 0.1588174261069207}",25,15,8.082151627847905,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.1580253208896478}",20,9,-23.235706524451725,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
370,False,"{'a': 0.5, 'e': 0.1572371663136276}",20,1,2.7979402095710943,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.15645294267495474}",20,0,14.498484185086948,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
372,False,"{'a': 0.5, 'e': 0.1556726303679973}",30,19,14.826044091524059,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.15489620988490707}",20,11,12.966622548465011,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.15412366181513143}",20,6,13.355181998389513,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.15335496684492847}",20,13,11.173262204758661,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.15259010575688386}",25,18,5.180822290273603,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.15182905942943062}",30,13,31.22363518485439,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.15107180883637084}",30,13,-5.274817255813564,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.15031833504640033}",20,10,13.98628007328438,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.14956861922263504}",25,8,10.397768128813972,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.1488226426221404}",25,16,3.7657916439443535,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.14808038659546244}",20,12,16.134744703242138,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.14734183258616196}",20,14,11.94107744186244,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.14660696213035015}",20,15,7.163911684999775,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.1458757568562274}",20,13,13.930241785617689,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.14514819848362376}",20,10,6.709430777911071,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.14442426882354198}",25,19,8.314834256104144,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.14370394977770296}",20,13,16.332141078451983,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.14298722333809288}",25,13,20.160093904971063,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.1422740715865136}",20,14,10.137066964404823,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.14156447669413402}",30,14,23.889314104798505,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.140858420921045}",35,17,9.656857896803485,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.14015588661581538}",20,14,10.570984762058085,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.13945685621505094}",25,10,28.80990470143844,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.13876131224295526}",25,3,-15.040281842078748,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.13806923731089282}",25,14,24.468225698608435,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.13738061411695426}",25,17,13.408171707629062,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.13669542544552388}",25,11,-16.620415564672832,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
399,False,"{'a': 0.5, 'e': 0.13601365416684916}",25,4,-6.3929247226072246,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
400,False,"{'a': 0.5, 'e': 0.1353352832366127}",30,14,30.477299887641202,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.1346602956955059}",30,14,8.238936780996173,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.13398867466880496}",25,13,10.202699068019843,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.13332040336594939}",20,0,20.540540760418043,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
404,False,"{'a': 0.5, 'e': 0.13265546508012174}",30,8,24.52927131864738,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.13199384318783022}",25,13,20.494072882221765,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.13133552114849306}",30,18,2.9177078866630026,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.13068048250402506}",20,16,6.552980761655124,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.13002871087842593}",20,11,9.016680147336904,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.1293801899773711}",20,15,10.113695652640782,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.12873490358780426}",20,11,19.547518306480207,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.128092835577532}",25,15,20.2496428764977,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.12745396989482075}",20,16,5.982616258957158,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.1268182905679951}",20,12,12.748110305569599,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.12618578170503877}",20,8,2.1432571888995495,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.1255564274931972}",25,17,13.819012747686465,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.12493021219858243}",25,15,15.001964272389422,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.1243071201657794}",25,11,-3.2845608716786434,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.12368713581745484}",25,8,30.18413087406902,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.12307024365396772}",30,10,10.03478595216734,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.12245642825298192}",20,12,15.107814657150055,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.12184567426908037}",25,12,24.180094988793442,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.1212379664333817}",25,17,16.5086709802184,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.12063328955315827}",25,5,-15.408986835614773,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
424,False,"{'a': 0.5, 'e': 0.12003162851145674}",20,12,16.211322404231,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.11943296826671963}",20,14,11.149279135184322,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.11883729385240967}",20,4,30.54563390573764,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.11824459037663541}",25,13,13.010811717226296,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.1176548430217792}",25,13,23.06906208076012,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.11706803704412638}",20,11,5.229604558608934,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.11648415777349698}",20,0,5.899931682656635,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
431,False,"{'a': 0.5, 'e': 0.11590319061287875}",30,13,-8.483596436373976,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
432,False,"{'a': 0.5, 'e': 0.11532512103806253}",20,9,19.700826491018645,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.11474993459727877}",25,9,9.995834248723504,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.11417761691083651}",20,16,8.783655002588405,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.11360815367076373}",30,16,23.93331585281298,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.11304153064044986}",20,11,17.847841702276032,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.11247773365428959}",30,0,27.28576389197235,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.11191674861732889}",20,8,11.890785328706684,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.11135856150491263}",20,0,24.23256570205449,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.11080315836233387}",25,15,16.379470693347557,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.11025052530448523}",20,16,8.750992787265371,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.10970064851551142}",25,10,-6.214323054587789,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.10915351424846408}",20,15,10.15482141063341,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.10860910882495797}",20,16,8.047178996025472,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.10806741863482927}",25,5,19.57055368676636,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.10752843013579497}",20,7,24.777182231407537,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.10699212985311449}",25,7,31.528549625319897,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.10645850437925282}",25,8,35.297870516425704,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.10592754037354538}",25,16,10.396995067999644,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.10539922456186435}",25,12,-0.3340957954494077,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.1048735437362869}",25,18,15.317592688220204,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.10435048475476501}",20,6,22.962060367638724,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.10383003454079694}",20,16,6.55043647792205,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.10331218008310021}",20,0,26.698945368151527,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
455,False,"{'a': 0.5, 'e': 0.10279690843528641}",30,18,21.66489171308873,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.10228420671553745}",20,10,22.424981199172464,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.10177406210628373}",25,17,15.708290839801599,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.10126646185388341}",30,16,-13.09374396227474,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
459,False,"{'a': 0.5, 'e': 0.10076139326830374}",25,18,-28.88447770685151,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
460,False,"{'a': 0.5, 'e': 0.10025884372280372}",20,6,27.815433789500453,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.09975880065361864}",30,8,6.911928372081431,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.09926125155964566}",30,0,8.159058769314873,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
463,False,"{'a': 0.5, 'e': 0.09876618400213155}",20,12,4.18971678073412,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.09827358560436156}",20,9,18.18202179124163,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.09778344405135006}",20,8,15.897065265669715,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.09729574708953277}",20,15,9.449465104842712,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.09681048252646023}",20,11,17.077851809319284,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.09632763823049305}",20,9,7.30521601952853,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.09584720213049866}",20,7,23.99791236822913,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.09536916221554963}",30,8,34.82671405471571,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.09489350653462313}",30,0,44.478923816242315,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.09442022319630236}",25,11,15.798420667073412,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.09394930036847919}",25,7,28.994025166811717,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.09348072627805848}",25,19,11.377232037410236,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.09301448921066349}",20,3,-48.1200742555577,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
476,False,"{'a': 0.5, 'e': 0.0925505775103433}",20,12,14.77504529449729,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.09208897957928117}",25,15,19.08931309011494,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.09162968387750485}",20,13,14.552584620245161,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.09117267892259787}",25,0,18.51545273665291,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
480,False,"{'a': 0.5, 'e': 0.09071795328941253}",20,9,20.733467181694753,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.09026549560978428}",20,6,23.74839771956228,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.08981529457224764}",20,16,4.675621946849699,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.08936733892175319}",20,16,7.908193166885733,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.08892161745938636}",30,21,13.3017594727549,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.08847811904208729}",25,16,16.079829213572015,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.08803683258237256}",30,19,21.48894290859959,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.08759774704805764}",20,13,16.180046276506133,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.08716085146198131}",25,13,20.40619851752204,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.08672613490173116}",25,0,20.61658007336493,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
490,False,"{'a': 0.5, 'e': 0.08629358649937051}",20,6,15.460243469743641,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.08586319544116684}",25,10,4.4942388678624585,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.08543495096732125}",20,14,11.084477362795111,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.08500884237169958}",25,8,25.621404531874347,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.0845848590015647}",25,17,14.030878746733546,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.08416299025731037}",30,19,20.614224431709697,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.08374322559219596}",20,13,12.135104182790746,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.083325554512083}",20,7,-16.600370239269854,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
498,False,"{'a': 0.5, 'e': 0.08290996657517267}",20,12,17.68071841668115,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.5, 'e': 0.082496451391745}",20,6,21.87146161672113,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.0820849986238988}",25,13,2.3174800734458083,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.08167559798529347}",25,17,16.801490432287697,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.08126823924089169}",25,4,-19.73822023147672,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
503,False,"{'a': 0.5, 'e': 0.08086291220670368}",25,13,23.81544231190624,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.08045960674953244}",25,10,-11.684099289694903,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
505,False,"{'a': 0.5, 'e': 0.08005831278672056}",30,15,-26.180895291305195,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
506,False,"{'a': 0.5, 'e': 0.07965902028589801}",20,10,17.184123916296894,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.07926171926473156}",25,14,22.7992138402033,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.07886639979067496}",20,3,26.32909231999536,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.07847305198072073}",20,13,10.458646332770382,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.07808166600115314}",20,0,20.345458925305998,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
511,False,"{'a': 0.5, 'e': 0.07769223206730237}",25,0,15.58905614664693,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
512,False,"{'a': 0.5, 'e': 0.07730474044329975}",20,8,21.364280664782783,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.07691918144183452}",20,5,27.03229622795975,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.07653554542391153}",20,8,21.202796174330537,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.07615382279861033}",25,19,15.222653950789656,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.07577400402284548}",30,16,24.92172238338511,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.07539607960112778}",25,15,18.050669054714323,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.07502004008532698}",30,18,22.09728716491903,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.07464587607443558}",25,10,28.604249883494752,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.07427357821433389}",25,0,44.20908953975232,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
521,False,"{'a': 0.5, 'e': 0.07390313719755597}",20,13,13.39447916341569,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.07353454376305711}",20,8,8.624229690189354,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.07316778869598223}",25,16,-4.1364851207823845,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.0728028628274356}",25,11,27.47601167789484,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.07243975703425147}",25,16,15.624719560752453,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.07207846223876611}",20,14,10.752082273758006,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.07171896940859078}",25,10,25.82750223314491,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.07136126955638607}",30,22,16.4172674390875,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.07100535373963698}",20,14,12.661460294729455,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.0706512130604296}",20,15,8.913266621802896,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.07029883866522846}",25,16,14.267110255973417,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.06994822174465536}",20,3,31.066899257187238,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.06959935353326903}",25,10,28.578071863005924,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.069252225309346}",30,19,-1.1771190529560036,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.06890682839466256}",30,14,-25.64084241347969,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
536,False,"{'a': 0.5, 'e': 0.06856315415427792}",20,10,18.826962345545358,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.06822119399631814}",35,13,25.54325760787609,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.06788093937176144}",25,13,13.504625514943413,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.06754238177422453}",20,11,17.376189881425624,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.06720551273974976}",30,0,23.373060330874974,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
541,False,"{'a': 0.5, 'e': 0.06687032384659382}",20,12,14.205001202964455,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.06653680671501687}",25,1,25.90097740343392,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.06620495300707324}",30,10,36.292163948657766,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.06587475442640296}",20,6,24.522836423994608,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.5, 'e': 0.06554620271802433}",20,13,11.21346558632176,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.06521928966812754}",25,13,-31.93178970811249,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
547,False,"{'a': 0.5, 'e': 0.06489400710386928}",25,15,8.07143161819511,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.06457034689316848}",20,0,-7.21809021583633,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
549,False,"{'a': 0.5, 'e': 0.0642483009445031}",20,4,31.282120713892112,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.06392786120670758}",20,14,10.931419922104995,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.06360901966877182}",35,26,15.5928765673436,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.5, 'e': 0.06329176835964072}",35,13,16.27620599399892,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
