trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.40051662609081884}",20,6,11.380820003149275,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.3985190410845142}",20,0,31.49825955091906,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
185,False,"{'a': 0.5, 'e': 0.39653141907499284}",30,21,9.956839088972403,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.39455371037160114}",30,12,-68.73156012983868,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 2}",1
187,False,"{'a': 0.5, 'e': 0.39258586553151836}",25,9,31.278024673336663,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.3906278353585211}",20,1,-17.733603180958582,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
189,False,"{'a': 0.5, 'e': 0.388679570901753}",20,16,6.708821572051328,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.3867410234545012}",25,11,-38.473432417851136,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
191,False,"{'a': 0.5, 'e': 0.3848121445529785}",20,13,-7.907016437526078,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.38289288597511206}",35,21,-22.77371581221309,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
193,False,"{'a': 0.5, 'e': 0.38098319973933725}",20,15,9.989868183704344,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.37908303810339883}",20,14,10.458131234986432,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.37719235356315695}",35,24,1.9015778918861364,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.37531109885139957}",25,11,-1.7370683679103298,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.37343922693666093}",20,12,-38.558708888444336,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
198,False,"{'a': 0.5, 'e': 0.3715766910220457}",20,14,12.706141165996193,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.369723444544059}",25,14,-7.4736532647437235,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.36787944117144233}",20,0,-64.80812768414114,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
201,False,"{'a': 0.5, 'e': 0.36604463480401533}",25,11,-39.988811501528666,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
202,False,"{'a': 0.5, 'e': 0.3642189795715233}",25,20,9.363377598486172,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.3624024298324903}",20,0,14.526773235928827,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
204,False,"{'a': 0.5, 'e': 0.3605949401730783}",25,0,36.66425462306195,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
205,False,"{'a': 0.5, 'e': 0.35879646540595167}",20,0,-32.46453023348546,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
206,False,"{'a': 0.5, 'e': 0.3570069605691474}",25,0,21.573827529095226,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.35522638092495157}",25,5,-8.384566316203243,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
208,False,"{'a': 0.5, 'e': 0.35345468195878016}",25,0,-15.919283932341257,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
209,False,"{'a': 0.5, 'e': 0.3516918193780669}",20,9,8.252540014937257,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.3499377491111554}",20,1,-36.40141247742508,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 1}",1
211,False,"{'a': 0.5, 'e': 0.3481924273061976}",30,22,-7.894670757381783,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.34645581033005746}",25,8,20.824747963926534,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.34472785476722023}",30,16,3.0273115488930697,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.3430085174187067}",25,0,-61.62322499268878,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
215,False,"{'a': 0.5, 'e': 0.3412977553009937}",20,1,-4.761848628504248,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.33959552564493917}",30,8,-54.785790403374044,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 1}",1
217,False,"{'a': 0.5, 'e': 0.33790178589471304}",30,17,-4.61853087050371,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.33621649370673334}",25,2,-9.3856429175367,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.3345396069486076}",25,13,9.691309968076066,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.33287108369807955}",20,0,8.357267422630068,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
221,False,"{'a': 0.5, 'e': 0.33121088224198103}",20,5,-0.09159991486309982,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.32955896107518906}",20,8,-10.11576435872214,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.3279152788995886}",30,21,3.2679178738931,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.32627979462303947}",25,10,12.406634879325598,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.32465246735834974}",30,5,-24.929597089927984,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.3230332564222529}",30,0,-59.562752927190594,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
227,False,"{'a': 0.5, 'e': 0.32142212133439135}",20,0,0.6687938473752202,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
228,False,"{'a': 0.5, 'e': 0.3198190218163039}",25,8,15.403665977921083,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.3182239177904191}",30,18,-6.389201102197094,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.3166367693790532}",25,13,-0.42545611388910465,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.31505753690341337}",30,8,26.432309929363267,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.3134861808826053}",20,4,18.936532261620638,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.31192266203264674}",25,0,-43.21454841038354,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
234,False,"{'a': 0.5, 'e': 0.31036694126548503}",30,10,26.156165224799484,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.30881897968801986}",20,8,-22.057538710566757,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.30727873860113125}",30,15,-19.858679969869737,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.30574617949871175}",25,0,-39.342127452739525,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
238,False,"{'a': 0.5, 'e': 0.3042212640667041}",30,0,-79.99257757287474,"{0: 24, 1: 0, 2: 3, 3: 2, 4: 1}",1
239,False,"{'a': 0.5, 'e': 0.30270395418214285}",25,0,-43.46070886864722,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
240,False,"{'a': 0.5, 'e': 0.30119421191220214}",20,12,1.7179515463195327,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.2996919995132463}",25,13,13.564354179630868,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.2981972794298874}",25,12,13.532895870947906,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.2967100142940453}",20,0,-53.8678851853569,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",1
244,False,"{'a': 0.5, 'e': 0.2952301669240142}",20,0,-6.241764392330694,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.2937577003235328}",20,0,-9.953304800504382,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
246,False,"{'a': 0.5, 'e': 0.2922925776808594}",35,17,-39.009417514893045,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
247,False,"{'a': 0.5, 'e': 0.2908347623678516}",20,6,24.957433681301833,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.28938421793905067}",30,21,16.825735627243514,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.2879409081307703}",20,0,-56.23755383426247,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",1
250,False,"{'a': 0.5, 'e': 0.2865047968601901}",20,14,12.834919254621518,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.2850758482244536}",30,4,20.970529694192088,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.2836540264997704}",20,0,11.725114893779377,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.2822392961405233}",25,0,-19.3396218978146,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
254,False,"{'a': 0.5, 'e': 0.2808316217783798}",25,11,13.386345623579427,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.2794309682214073}",25,3,26.454213557774175,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.27803730045319414}",20,8,22.415272936726353,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.2766505836319734}",20,10,-33.380936058794134,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
258,False,"{'a': 0.5, 'e': 0.27527078308975234}",20,6,-37.067400782248406,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
259,False,"{'a': 0.5, 'e': 0.2738978643314456}",25,11,25.97470047198672,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.2725317930340126}",30,18,-19.772239847162705,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
261,False,"{'a': 0.5, 'e': 0.2711725350455999}",30,6,-44.287256852459386,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 2}",1
262,False,"{'a': 0.5, 'e': 0.26982005638468687}",30,13,-1.0488915104229166,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.26847432323923665}",25,0,-42.31442717983677,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
264,False,"{'a': 0.5, 'e': 0.2671353019658504}",20,3,14.113396990796666,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.26580295908892665}",25,0,-72.54753116733613,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 2}",0
266,False,"{'a': 0.5, 'e': 0.26447726129982396}",20,7,21.420230281705898,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.2631581754560287}",25,11,27.512028792089026,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.261845668580326}",20,0,-8.69702168332329,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
269,False,"{'a': 0.5, 'e': 0.26053970785997566}",25,2,31.09574191304164,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.2592402606458915}",20,10,13.464339030428674,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.2579472944518257}",25,13,-8.203221435051145,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.2566607769535559}",30,5,40.80427332043326,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.25538067598807773}",25,4,-29.152986858873085,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 1}",1
274,False,"{'a': 0.5, 'e': 0.25410695955280027}",30,17,19.030955406682896,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.2528395958047465}",30,18,22.087789773640704,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.2515785530597565}",30,13,19.173164370230523,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.2503237997916961}",25,1,-95.1081325384992,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 2}",1
278,False,"{'a': 0.5, 'e': 0.2490753046316682}",25,11,-69.39177241348236,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
279,False,"{'a': 0.5, 'e': 0.24783303636722875}",20,7,24.11190798283154,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.24659696394160646}",20,4,-23.03252851145104,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
281,False,"{'a': 0.5, 'e': 0.24536705645292636}",20,10,-20.398644987327977,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.2441432831534371}",25,13,3.4158180531695086,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.24292561344874247}",20,0,-4.902316830485607,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
284,False,"{'a': 0.5, 'e': 0.24171401689703648}",25,16,-2.2945271821081983,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.24050846320834215}",20,5,26.995283539243495,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.23930892224375455}",20,3,-37.29588080212248,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
287,False,"{'a': 0.5, 'e': 0.23811536401468703}",25,0,-21.48746939601672,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
288,False,"{'a': 0.5, 'e': 0.2369277586821218}",20,10,17.37937970447255,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.23574607655586352}",20,0,9.686239813251897,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
290,False,"{'a': 0.5, 'e': 0.23457028809379768}",20,12,8.550250185787462,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.23340036390115135}",25,5,12.729282913279919,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.23223627472975886}",30,16,-18.31945510360923,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
293,False,"{'a': 0.5, 'e': 0.2310779914773302}",25,15,-34.343194326172224,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
294,False,"{'a': 0.5, 'e': 0.22992548518672387}",30,16,15.763996612659044,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.22877872704522242}",20,9,10.99737589739195,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.22763768838381276}",25,7,18.36582243642263,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.22650234067646877}",30,13,-15.562792951157787,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
298,False,"{'a': 0.5, 'e': 0.22537265553943875}",25,1,-74.76484136956098,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 2}",1
299,False,"{'a': 0.5, 'e': 0.22424860473053532}",20,10,18.99544915381015,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.22313016014842985}",25,7,8.051852266437765,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.2220172938319494}",30,21,16.749274063021453,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.22090997795937822}",20,6,18.352667850590393,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.21980818484776168}",30,12,27.933744612046087,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.21871188695221477}",30,15,28.010076786907277,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.21762105686523286}",20,11,15.248820156231528,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.21653566731600707}",20,12,2.827953774877062,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.21545569116974203}",25,11,22.8729476596817,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.21438110142697797}",35,17,24.332439370074376,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.21331187122291526}",20,7,15.574042606200278,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.21224797382674307}",30,0,-19.071165165317044,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
311,False,"{'a': 0.5, 'e': 0.21118938264097117}",20,10,-6.007049126061576,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.21013607120076475}",25,12,21.7453237324021,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.20908801317328296}",30,13,-0.3023305032992516,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.20804518235702046}",20,9,15.62480019813782,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.20700755268115265}",30,16,16.744341429859002,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.20597509820488347}",20,10,10.092770439264925,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.20494779311679734}",35,10,-4.151229393433789,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
318,False,"{'a': 0.5, 'e': 0.20392561173421345}",25,5,37.90060767810739,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.2029085285025441}",25,1,-49.97114913267944,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 1}",1
320,False,"{'a': 0.5, 'e': 0.2018965179946554}",25,16,18.356059212435923,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.20088955491023208}",20,12,9.613069038922236,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.1998876140751445}",20,14,10.708961243519003,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.19889067044081965}",25,16,18.37068911018664,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.19789869908361468}",20,3,27.837089340212678,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.19691167520419406}",30,15,-34.68047877183717,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
326,False,"{'a': 0.5, 'e': 0.19592957412690934}",25,16,6.524903826669828,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.19495237129918253}",30,18,12.21998152079611,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.19398004229089189}",20,6,14.77216598726132,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.19301256279376172}",25,14,19.443096399828946,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.1920499086207541}",20,14,13.569536439173747,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.19109205570546464}",20,0,-11.142726505598388,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
332,False,"{'a': 0.5, 'e': 0.19013898010152053}",25,13,24.826243723785094,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.18919065798198204}",20,14,4.839747919300036,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.1882470656387468}",35,17,25.968768754736544,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.18730817948195702}",20,0,-5.694323650270169,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
336,False,"{'a': 0.5, 'e': 0.18637397603941}",25,17,6.764511464315188,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.18544443195597088}",20,13,12.243977267290227,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.1845195239929893}",25,10,-23.611422798589032,"{0: 12, 1: 1, 2: 0, 3: 2, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.1835992290277179}",35,15,24.99147581712053,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.18268352405273466}",25,2,-0.30645123183942324,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.1817723861753675}",25,15,19.494700619315836,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.1808657926171221}",30,0,12.950003939709841,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
343,False,"{'a': 0.5, 'e': 0.17996372071311217}",25,17,2.702563712166935,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.17906614791149325}",20,6,17.39170336773871,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.17817305177289844}",30,18,-30.131393026951137,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
346,False,"{'a': 0.5, 'e': 0.17728440996987782}",30,22,15.341949391626361,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.17640020028634}",30,9,-48.01252283071724,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 2}",1
348,False,"{'a': 0.5, 'e': 0.1755204006169969}",25,19,11.48767318785297,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.17464498896681085}",30,16,15.523696505548699,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.17377394345044514}",20,14,11.839173474822587,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.1729072422917164}",20,0,26.698556565852687,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
352,False,"{'a': 0.5, 'e': 0.17204486382305054}",25,15,20.19916824528946,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.17118678648494093}",20,9,4.098189093144296,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.17033298882540945}",20,9,-24.202451087850584,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
355,False,"{'a': 0.5, 'e': 0.16948344949947008}",25,15,6.67101287635028,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.16863814726859552}",35,21,21.713571525257688,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.16779706100018588}",25,14,21.132733106597268,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.16696016966704072}",30,3,34.20723180694469,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.16612745234683307}",25,11,-22.533607288978864,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
360,False,"{'a': 0.5, 'e': 0.16529888822158656}",20,6,23.671181850989434,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.16447445657715493}",30,12,-3.120482895946596,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.16365413680270408}",20,8,-3.052293262051345,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.162837908390197}",30,15,-90.01140898015377,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 2}",1
364,False,"{'a': 0.5, 'e': 0.16202575093388077}",20,13,12.053014325650135,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.1612176441297768}",35,12,11.889033548846104,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.16041356777517277}",30,12,23.934234494588296,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.15961350176811803}",25,13,24.26415592911424,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
